Sno,Date,minute,Hour,Day_of_week,Day_of_year,Latitude loc 14,Longitude loc15,icon,windSpeed,visibility,Accident,,,
1,43313,0,7,4,213,17.4400802,78.3489168,partly-cloudy-day,6.86,16.093,1,,,
2,43313,22,9,4,213,17.4160258,78.4113656,partly-cloudy-day,6.56,16.093,1,,,
3,43313,14,11,4,213,17.4160258,78.4113656,partly-cloudy-day,6.05,16.093,1,,,
4,43313,30,12,4,213,17.4400802,78.3489168,cloudy,5.24,16.093,1,,,
5,43313,25,14,4,213,17.4033851,78.4149439,cloudy,3.69,16.093,1,,,
6,43313,38,14,4,213,17.4399295,78.4982741,cloudy,3.36,16.093,1,,,
7,43313,40,16,4,213,17.4836979,78.3158338,cloudy,4.01,15.663,1,,,
8,43313,12,18,4,213,17.4485835,78.3908035,cloudy,4.26,16.093,1,,,
9,43313,25,18,4,213,17.3716285,78.4909673,cloudy,4.58,16.093,1,,,
10,43313,20,19,4,213,17.4229906,78.4066178,cloudy,4.69,16.093,1,,,
11,43313,40,19,4,213,17.4321456,78.4384747,cloudy,4.88,16.093,1,,,
12,43314,20,8,5,214,17.4639345,78.4282972,cloudy,6.74,16.093,1,,,
13,43314,30,8,5,214,17.4813993,78.4489935,cloudy,6.61,16.093,1,,,
14,43314,30,8,5,214,17.4400802,78.3489168,cloudy,7.07,16.093,1,,,
15,43314,35,8,5,214,17.4164876,78.5135489,cloudy,6.87,16.093,1,,,
16,43314,15,11,5,214,17.4340479,78.4269776,cloudy,5.42,16.093,1,,,
17,43314,10,13,5,214,17.3457176,78.5522296,cloudy,3.9,16.093,1,,,
18,43314,25,13,5,214,17.4698577,78.3578246,cloudy,3.59,16.093,1,,,
19,43314,50,13,5,214,17.4684272,78.5354118,cloudy,3.67,16.093,1,,,
20,43314,55,13,5,214,17.4798291,78.4812494,cloudy,3.61,16.093,1,,,
21,43314,0,14,5,214,17.4253481,78.5150327,cloudy,3.63,16.093,1,,,
22,43314,25,16,5,214,17.3457176,78.5522296,partly-cloudy-night,3.7,16.093,1,,,
23,43314,25,19,5,214,17.4698577,78.3578246,partly-cloudy-night,3.86,16.093,1,,,
24,43314,15,20,5,214,17.4399295,78.4982741,partly-cloudy-night,4.13,16.093,1,,,
25,43314,15,20,5,214,17.4399295,78.4982741,partly-cloudy-night,4.13,16.093,1,,,
26,43314,25,20,5,214,17.4399295,78.4982741,partly-cloudy-night,4.19,16.093,1,,,
27,43314,30,20,5,214,17.3574639,78.5109914,partly-cloudy-night,4.42,16.093,1,,,
28,43314,46,21,5,214,17.4485835,78.3908035,cloudy,4.64,16.093,1,,,
29,43315,5,4,6,215,17.4399295,78.4982741,partly-cloudy-day,6.65,16.093,1,,,
30,43315,45,5,6,215,17.4148368,78.4851396,cloudy,6.42,16.093,1,,,
31,43315,20,8,6,215,17.5287427,78.266725,partly-cloudy-day,7.09,16.093,1,,,
32,43315,55,10,6,215,17.2901456,78.4936632,partly-cloudy-day,6.4,16.093,1,,,
33,43315,0,12,6,215,17.3716285,78.4909673,partly-cloudy-day,5.27,16.093,1,,,
34,43315,10,15,6,215,17.4698577,78.3578246,cloudy,3.33,16.093,1,,,
35,43315,53,15,6,215,17.4492973,78.3650231,cloudy,3.28,16.093,1,,,
36,43315,20,17,6,215,17.4062155,78.3763486,cloudy,3.79,16.093,1,,,
37,43315,25,17,6,215,17.3942886,78.4822982,cloudy,3.75,16.093,1,,,
38,43315,45,17,6,215,17.4698577,78.3578246,cloudy,4.01,16.093,1,,,
39,43315,0,18,6,215,17.4639345,78.4282972,cloudy,4.21,16.093,1,,,
40,43315,5,18,6,215,17.4930135,78.4057506,cloudy,4.21,16.093,1,,,
41,43315,45,18,6,215,17.4160258,78.4113656,cloudy,4.47,16.093,1,,,
42,43315,10,19,6,215,17.4503375,78.5322481,cloudy,4.62,16.093,1,,,
43,43315,30,21,6,215,17.4698577,78.3578246,cloudy,5.14,16.093,1,,,
44,43315,0,22,6,215,17.3730192,78.547636,cloudy,5.25,16.093,1,,,
45,43315,0,23,6,215,17.4066234,78.5437741,cloudy,5.43,16.093,1,,,
46,43316,59,9,7,216,17.4066234,78.5437741,partly-cloudy-day,7.14,16.093,1,,,
47,43316,10,13,7,216,17.3865433,78.4993452,partly-cloudy-day,4.77,16.093,1,,,
48,43316,10,13,7,216,17.4698577,78.3578246,partly-cloudy-day,4.89,16.093,1,,,
49,43316,15,13,7,216,17.3957847,78.4311944,partly-cloudy-night,4.74,16.093,1,,,
50,43316,20,14,7,216,17.5722729,78.399696,partly-cloudy-night,4.32,11.5,1,,,
51,43316,30,17,7,216,17.4399295,78.4982741,partly-cloudy-night,4.44,16.093,1,,,
52,43316,50,18,7,216,17.4836979,78.3158338,partly-cloudy-night,4.93,12.303,1,,,
53,43316,30,21,7,216,17.4698577,78.3578246,partly-cloudy-night,5.77,16.093,1,,,
54,43316,25,23,7,216,17.2335311,78.5425543,cloudy,5.88,16.093,1,,,
55,43317,55,2,1,217,17.2335311,78.5425543,partly-cloudy-day,7.43,16.093,1,,,
56,43317,55,6,1,217,17.4400802,78.3489168,partly-cloudy-day,7.85,16.093,1,,,
57,43317,19,7,1,217,17.3630425,78.3895553,partly-cloudy-day,7.89,16.093,1,,,
58,43317,25,8,1,217,17.3938227,78.4834733,partly-cloudy-day,7.54,16.093,1,,,
59,43317,40,8,1,217,17.4399295,78.4982741,partly-cloudy-day,7.08,16.093,1,,,
60,43317,45,9,1,217,17.4160258,78.4113656,partly-cloudy-day,7.1,16.093,1,,,
61,43317,25,10,1,217,17.3716285,78.4909673,partly-cloudy-day,6.95,16.093,1,,,
62,43317,0,12,1,217,17.4399295,78.4982741,partly-cloudy-day,5.35,16.093,1,,,
63,43317,50,12,1,217,17.4375084,78.4482441,partly-cloudy-day,4.16,16.093,1,,,
64,43317,10,15,1,217,17.4326402,78.4908221,partly-cloudy-night,2.98,16.093,1,,,
65,43317,32,18,1,217,17.3716285,78.4909673,cloudy,5.35,16.093,1,,,
66,43317,3,20,1,217,17.4698577,78.3578246,cloudy,6.02,16.093,1,,,
67,43317,20,20,1,217,17.4698577,78.3578246,cloudy,6.22,16.093,1,,,
68,43317,55,22,1,217,17.3325109,78.5098457,cloudy,6.65,16.093,1,,,
69,43317,10,23,1,217,17.380341,78.4115938,cloudy,6.46,16.093,1,,,
70,43317,55,23,1,217,17.4336762,78.5545455,cloudy,6.13,16.093,1,,,
71,43319,25,12,3,219,17.4833526,78.3870668,cloudy,4.63,16.093,1,,,
72,43319,35,16,3,219,17.4148368,78.4851396,cloudy,5.31,16.093,1,,,
73,43319,0,18,3,219,17.4033851,78.4149439,cloudy,6.25,16.093,1,,,
74,43319,0,21,3,219,17.3529457,78.5356595,cloudy,6.59,16.093,1,,,
75,43319,10,21,3,219,17.4380699,78.4279419,cloudy,6.24,16.093,1,,,
76,43319,0,22,3,219,17.3990023,78.4156933,cloudy,6.6,16.093,1,,,
77,43320,10,4,4,220,17.4546797,78.5192298,cloudy,7.49,16.093,1,,,
78,43320,20,6,4,220,17.4546797,78.5192298,cloudy,7.2,16.093,1,,,
79,43320,25,6,4,220,17.4160258,78.4113656,cloudy,7.37,16.093,1,,,
80,43320,10,7,4,220,17.4447068,78.4663812,cloudy,7.36,7.677,1,,,
81,43320,30,9,4,220,17.4159668,78.4327392,cloudy,6.86,16.093,1,,,
82,43320,30,13,4,220,17.2335311,78.5425543,cloudy,5.58,16.093,1,,,
83,43320,10,14,4,220,17.4399295,78.4982741,partly-cloudy-night,4.53,16.093,1,,,
84,43320,0,16,4,220,17.4062155,78.3763486,partly-cloudy-night,4.45,16.093,1,,,
85,43320,0,16,4,220,17.4062155,78.3763486,partly-cloudy-night,4.45,16.093,1,,,
86,43320,0,16,4,220,17.4321456,78.4384747,partly-cloudy-night,4.15,16.093,1,,,
87,43320,10,16,4,220,17.4698577,78.3578246,partly-cloudy-night,4.27,16.093,1,,,
88,43320,15,18,4,220,17.3088602,78.5062362,partly-cloudy-night,4.64,16.093,1,,,
89,43320,15,18,4,220,17.491595,78.2920407,partly-cloudy-night,3.78,16.093,1,,,
90,43320,25,18,4,220,17.4698577,78.3578246,partly-cloudy-night,4,16.093,1,,,
91,43320,25,18,4,220,17.3728589,78.3496851,partly-cloudy-night,4.41,16.093,1,,,
92,43320,26,18,4,220,17.4033851,78.4149439,partly-cloudy-night,4.34,16.093,1,,,
93,43320,0,19,4,220,17.4065284,78.5139136,partly-cloudy-night,4.37,16.093,1,,,
94,43320,20,20,4,220,17.3852774,78.5277506,clear-night,4.37,16.093,1,,,
95,43320,30,20,4,220,17.3716285,78.4909673,clear-night,4.45,16.093,1,,,
96,43320,30,20,4,220,17.4485835,78.3908035,clear-night,4.19,16.093,1,,,
97,43320,6,21,4,220,17.4685901,78.4810648,clear-night,4.13,16.093,1,,,
98,43320,15,21,4,220,17.3629719,78.3943263,clear-night,4.66,16.093,1,,,
99,43320,5,23,4,220,17.4833526,78.3870668,clear-night,4.73,16.093,1,,,
100,43321,45,8,5,221,17.4399295,78.4982741,clear-day,5.87,10.18,1,,,
101,43321,25,12,5,221,17.3938227,78.4834733,clear-day,3.99,12.254,1,,,
102,43321,30,14,5,221,17.4399295,78.4982741,partly-cloudy-night,3.37,9.971,1,,,
103,43321,0,15,5,221,17.4059875,78.3908428,clear-night,4.31,9.643,1,,,
104,43321,25,15,5,221,17.4015693,78.5199399,partly-cloudy-night,4.47,12.046,1,,,
105,43321,25,15,5,221,17.4340479,78.4269776,partly-cloudy-night,4.1,9.73,1,,,
106,43321,10,21,5,221,17.4698577,78.3578246,cloudy,4.98,16.093,1,,,
107,43321,40,21,5,221,17.4698577,78.3578246,cloudy,5.08,16.093,1,,,
108,43322,5,1,6,222,17.4698577,78.3578246,partly-cloudy-day,5.89,16.093,1,,,
109,43322,15,7,6,222,17.3990023,78.4156933,cloudy,7.7,16.093,1,,,
110,43322,30,14,6,222,17.3881601,78.4645379,cloudy,5.44,16.093,1,,,
111,43322,30,14,6,222,17.3088602,78.5062362,cloudy,5.49,16.093,1,,,
112,43322,20,16,6,222,17.3852774,78.5277506,cloudy,5.86,16.093,1,,,
113,43322,25,16,6,222,17.2335311,78.5425543,cloudy,5.58,16.093,1,,,
114,43322,20,17,6,222,17.4020637,78.4840052,cloudy,6.19,16.093,1,,,
115,43322,50,17,6,222,17.4125847,78.5053248,cloudy,6.2,16.093,1,,,
116,43322,50,17,6,222,17.4125847,78.5053248,cloudy,6.2,16.093,1,,,
117,43322,30,18,6,222,17.4196548,78.4990004,cloudy,6.14,16.093,1,,,
118,43322,0,19,6,222,17.3900857,78.4933352,cloudy,6.58,16.093,1,,,
119,43322,0,21,6,222,17.4125847,78.5053248,partly-cloudy-night,7.77,16.093,1,,,
120,43322,40,21,6,222,17.4399295,78.4982741,partly-cloudy-night,7.95,16.093,1,,,
121,43322,40,21,6,222,17.4148368,78.4851396,partly-cloudy-night,7.86,16.093,1,,,
122,43323,30,7,7,223,17.3913784,78.4783369,cloudy,9.05,16.093,1,,,
123,43323,25,14,7,223,17.3050874,78.4743396,rain,7,13.93,1,,,
124,43323,25,14,7,223,17.4148368,78.4851396,rain,6.67,11.893,1,,,
125,43323,30,14,7,223,17.3573882,78.5112407,rain,7.17,12.886,1,,,
126,43323,25,15,7,223,17.4033851,78.4149439,rain,7.07,10.56,1,,,
127,43323,45,15,7,223,17.4077808,78.6022767,rain,7.49,7.827,1,,,
128,43323,45,15,7,223,17.4033851,78.4149439,rain,7.18,9.961,1,,,
129,43323,30,16,7,223,17.4936856,78.3401293,rain,7.21,7.998,1,,,
130,43323,45,16,7,223,17.4160258,78.4113656,rain,7.36,8.467,1,,,
131,43323,0,18,7,223,17.4947934,78.3996441,rain,7.24,4.687,1,,,
132,43323,10,18,7,223,17.4434646,78.3771953,rain,7.32,5.041,1,,,
133,43323,10,18,7,223,17.3990949,78.4773256,rain,7.21,6.439,1,,,
134,43323,20,18,7,223,17.4485835,78.3908035,rain,7.28,4.898,1,,,
135,43323,30,18,7,223,17.3716285,78.4909673,rain,7.52,6.773,1,,,
136,43323,30,18,7,223,17.4485835,78.3908035,rain,7.29,4.794,1,,,
137,43323,30,18,7,223,17.4160258,78.4113656,rain,7.28,5.356,1,,,
138,43323,35,20,7,223,17.492838,78.5469015,rain,7.21,4.575,1,,,
139,43324,35,2,1,224,17.4059875,78.3908428,rain,7.81,3.477,1,,,
140,43324,30,3,1,224,17.4813993,78.4489935,rain,7.88,3.294,1,,,
141,43324,30,9,1,224,17.4698577,78.3578246,rain,7.52,5.966,1,,,
142,43324,28,10,1,224,17.4196548,78.4990004,rain,6.63,5.989,1,,,
143,43324,30,11,1,224,17.4698577,78.3578246,rain,5.78,10.482,1,,,
144,43324,25,18,1,224,17.4196548,78.4990004,cloudy,7.45,16.093,1,,,
145,43324,20,19,1,224,17.4178862,78.3641592,cloudy,7.3,16.093,1,,,
146,43324,15,21,1,224,17.3698887,78.4304712,cloudy,7.77,16.093,1,,,
147,43324,30,21,1,224,17.4340479,78.4269776,cloudy,7.68,16.093,1,,,
148,43325,40,8,2,225,17.4400802,78.3489168,cloudy,7.32,16.093,1,,,
149,43325,10,10,2,225,17.4685901,78.4810648,rain,6.82,12.696,1,,,
150,43325,30,11,2,225,17.4833526,78.3870668,rain,5.65,8.438,1,,,
151,43325,25,15,2,225,17.4169142,78.3423777,rain,5.41,10.362,1,,,
152,43325,0,17,2,225,17.4088912,78.5112409,rain,5.62,6.946,1,,,
153,43325,15,17,2,225,17.3684658,78.5315941,rain,5.66,7.18,1,,,
154,43325,43,20,2,225,17.3716285,78.4909673,cloudy,5.86,15.433,1,,,
155,43325,10,22,2,225,17.4336762,78.5545455,cloudy,6.05,16.093,1,,,
156,43325,0,23,2,225,17.4065284,78.5139136,cloudy,6.04,16.093,1,,,
157,43326,55,0,3,226,17.4399295,78.4982741,cloudy,5.47,16.093,1,,,
158,43326,15,12,3,226,17.4399295,78.4982741,cloudy,1.2,4.106,1,,,
159,43326,30,12,3,226,17.5169014,78.3428304,cloudy,0.86,4.631,1,,,
160,43326,45,14,3,226,17.4077591,78.4268703,cloudy,2.46,8.603,1,,,
161,43326,50,16,3,226,17.4148368,78.4851396,cloudy,3.95,9.907,1,,,
162,43326,40,18,3,226,17.3981907,78.4993452,cloudy,4.55,16.093,1,,,
163,43326,50,18,3,226,17.5003026,78.5938192,cloudy,4.72,16.093,1,,,
164,43326,5,21,3,226,17.4321456,78.4384747,cloudy,5.26,16.093,1,,,
165,43327,20,9,4,227,17.5003026,78.5938192,rain,5.6,16.093,1,,,
166,43327,20,9,4,227,17.4400802,78.3489168,cloudy,5.25,16.093,1,,,
167,43327,20,10,4,227,17.4400802,78.3489168,cloudy,5.06,16.093,1,,,
168,43327,15,11,4,227,17.4400802,78.3489168,cloudy,4.62,16.093,1,,,
169,43327,20,11,4,227,17.4400802,78.3489168,cloudy,4.54,16.093,1,,,
170,43327,50,12,4,227,17.4492773,78.4183478,cloudy,3.9,16.093,1,,,
171,43327,25,14,4,227,17.3957847,78.4311944,cloudy,4.24,16.093,1,,,
172,43333,15,0,3,233,17.3852774,78.5277506,cloudy,6.47,10.813,1,,,
173,43333,55,2,3,233,17.4284213,78.5279593,cloudy,6.51,11.81,1,,,
174,43333,40,6,3,233,17.4677964,78.4252792,cloudy,7,16.093,1,,,
175,43333,5,7,3,233,17.3992721,78.4627103,cloudy,7.23,16.093,1,,,
176,43333,30,7,3,233,17.3748293,78.4704282,cloudy,7.31,16.093,1,,,
177,43333,0,8,3,233,17.4698577,78.3578246,cloudy,7.3,16.093,1,,,
178,43333,25,8,3,233,17.4071323,78.3906218,cloudy,7.35,16.093,1,,,
179,43333,30,8,3,233,17.4170509,78.4906774,cloudy,7.04,16.093,1,,,
180,43333,30,8,3,233,17.3573882,78.5112407,cloudy,7.38,16.093,1,,,
181,43333,35,8,3,233,17.416889,78.43867,cloudy,7.14,16.093,1,,,
182,43333,55,8,3,233,17.416889,78.43867,cloudy,7.17,16.093,1,,,
183,43333,5,9,3,233,17.4503375,78.5322481,cloudy,7.21,16.093,1,,,
184,43333,20,9,3,233,17.3669536,78.4503274,cloudy,7.28,16.093,1,,,
185,43333,25,9,3,233,17.4400802,78.3489168,cloudy,7.2,16.093,1,,,
186,43333,26,9,3,233,17.4685901,78.4810648,partly-cloudy-day,6.37,15.434,1,,,
187,43333,37,9,3,233,17.4196548,78.4990004,cloudy,6.87,16.093,1,,,
188,43333,40,9,3,233,17.4178862,78.3641592,cloudy,7.09,16.093,1,,,
189,43333,50,9,3,233,17.4436497,78.4458259,partly-cloudy-day,6.29,16.093,1,,,
190,43333,25,10,3,233,17.5050234,78.540284,cloudy,6.72,16.093,1,,,
191,43333,50,10,3,233,17.4434646,78.3771953,cloudy,6.75,16.093,1,,,
192,43333,55,10,3,233,17.4698577,78.3578246,cloudy,6.7,16.093,1,,,
193,43333,0,11,3,233,17.4305565,78.4270534,cloudy,6.49,16.093,1,,,
194,43333,30,12,3,233,17.4836979,78.3158338,cloudy,5.03,16.093,1,,,
195,43333,35,12,3,233,17.403307,78.4529396,cloudy,5.25,16.093,1,,,
196,43333,35,12,3,233,17.4073581,78.4567223,cloudy,5.24,16.093,1,,,
197,43333,55,13,3,233,17.4284213,78.5279593,cloudy,5.03,16.093,1,,,
198,43333,45,14,3,233,17.4546797,78.5192298,cloudy,4.96,16.093,1,,,
199,43333,45,14,3,233,17.4492773,78.4183478,cloudy,4.85,16.093,1,,,
200,43333,50,14,3,233,17.3744255,78.3913328,cloudy,4.98,16.093,1,,,
201,43333,20,15,3,233,17.3684658,78.5315941,cloudy,5.04,16.093,1,,,
202,43333,55,15,3,233,17.5035541,78.3963095,partly-cloudy-night,4.65,16.093,1,,,
203,43333,5,16,3,233,17.4284213,78.5279593,partly-cloudy-night,4.77,16.093,1,,,
204,43333,45,16,3,233,17.3573882,78.5112407,cloudy,4.8,16.093,1,,,
205,43333,45,16,3,233,17.40127,78.4147925,partly-cloudy-night,4.65,16.093,1,,,
206,43333,45,16,3,233,17.4698577,78.3578246,partly-cloudy-night,4.6,16.093,1,,,
207,43333,55,16,3,233,17.4434646,78.3771953,partly-cloudy-night,4.6,16.093,1,,,
208,43333,0,17,3,233,17.4321456,78.4384747,partly-cloudy-night,4.18,16.093,1,,,
209,43333,0,17,3,233,17.4833526,78.3870668,partly-cloudy-night,4.52,16.093,1,,,
210,43333,0,17,3,233,17.4033851,78.4149439,partly-cloudy-night,4.61,16.093,1,,,
211,43333,5,17,3,233,17.4340479,78.4269776,partly-cloudy-night,4.34,16.093,1,,,
212,43333,30,17,3,233,17.4366282,78.4156699,partly-cloudy-night,4.39,16.093,1,,,
213,43333,31,17,3,233,17.3629719,78.3943263,partly-cloudy-night,4.69,16.093,1,,,
214,43333,34,17,3,233,17.3991274,78.5017083,partly-cloudy-night,4.57,16.093,1,,,
215,43333,25,18,3,233,17.491595,78.2920407,partly-cloudy-night,4.48,16.093,1,,,
216,43333,26,18,3,233,17.4138552,78.5783446,partly-cloudy-night,4.89,16.093,1,,,
217,43333,35,18,3,233,17.4399295,78.4982741,partly-cloudy-night,4.61,16.093,1,,,
218,43333,30,19,3,233,17.491595,78.2920407,partly-cloudy-night,4.8,16.093,1,,,
219,43333,50,19,3,233,17.4066234,78.5437741,partly-cloudy-night,5.14,16.093,1,,,
220,43333,5,20,3,233,17.3740393,78.5433501,partly-cloudy-night,5.2,16.093,1,,,
221,43333,55,20,3,233,17.4698577,78.3578246,partly-cloudy-night,5.13,16.093,1,,,
222,43333,55,20,3,233,17.3716285,78.4909673,partly-cloudy-night,5.26,16.093,1,,,
223,43333,5,21,3,233,17.4181528,78.4545907,partly-cloudy-night,5.24,16.093,1,,,
224,43333,45,21,3,233,17.4305565,78.4270534,partly-cloudy-night,5.3,16.093,1,,,
225,43333,45,23,3,233,17.3186695,78.3586224,partly-cloudy-night,5.45,16.093,1,,,
226,43333,50,23,3,233,17.3388615,78.4929529,partly-cloudy-night,5.64,16.093,1,,,
227,43333,58,23,3,233,17.4325894,78.4070691,partly-cloudy-night,5.41,16.093,1,,,
228,43340,45,1,3,240,17.4447952,78.3998642,cloudy,4.57,16.093,1,,,
229,43340,40,2,3,240,17.416889,78.43867,cloudy,4.84,16.093,1,,,
230,43340,30,3,3,240,17.4698577,78.3578246,cloudy,5.13,16.093,1,,,
231,43340,40,6,3,240,17.3730192,78.547636,cloudy,5.55,16.093,1,,,
232,43340,22,8,3,240,17.4492773,78.4183478,cloudy,5.33,16.093,1,,,
233,43340,35,8,3,240,17.4485835,78.3908035,cloudy,5.31,16.093,1,,,
234,43340,10,9,3,240,17.2335311,78.5425543,cloudy,5.43,16.093,1,,,
235,43340,50,9,3,240,17.2619301,78.387971,cloudy,5.04,16.093,1,,,
236,43340,45,11,3,240,17.5287427,78.266725,rain,3.79,11.144,1,,,
237,43340,0,13,3,240,17.3535583,78.4989098,partly-cloudy-night,3.27,13.179,1,,,
238,43340,0,13,3,240,17.4503375,78.5322481,partly-cloudy-night,3.24,12.825,1,,,
239,43340,25,13,3,240,17.3529457,78.5356595,partly-cloudy-night,3.02,14.414,1,,,
240,43340,45,13,3,240,17.443881,78.5213601,partly-cloudy-night,2.83,16.074,1,,,
241,43340,30,14,3,240,17.3990949,78.4773256,partly-cloudy-night,2.55,16.093,1,,,
242,43340,0,17,3,240,17.5003026,78.5938192,partly-cloudy-night,2.32,16.093,1,,,
243,43340,25,17,3,240,17.403307,78.4529396,partly-cloudy-night,2.5,16.093,1,,,
244,43340,30,17,3,240,17.4698577,78.3578246,partly-cloudy-night,2.45,16.093,1,,,
245,43340,30,17,3,240,17.4159668,78.4327392,partly-cloudy-night,2.53,16.093,1,,,
246,43340,50,18,3,240,17.4503375,78.5322481,partly-cloudy-night,2.9,16.093,1,,,
247,43340,55,18,3,240,17.3658225,78.4142728,partly-cloudy-night,3.01,16.093,1,,,
248,43340,55,18,3,240,17.464594,78.540217,partly-cloudy-night,2.91,16.093,1,,,
249,43340,30,20,3,240,17.4375084,78.4482441,cloudy,3.38,16.093,1,,,
250,43340,30,20,3,240,17.4305565,78.4270534,cloudy,3.41,16.093,1,,,
251,43340,55,20,3,240,17.2335311,78.5425543,cloudy,3.81,16.093,1,,,
252,43340,5,21,3,240,17.5169014,78.3428304,cloudy,3.46,16.093,1,,,
253,43340,5,21,3,240,17.5053506,78.5014759,cloudy,3.36,16.093,1,,,
254,43340,25,21,3,240,17.4375084,78.4482441,cloudy,3.62,16.093,1,,,
255,43340,25,21,3,240,17.4062155,78.3763486,cloudy,3.74,16.093,1,,,
256,43340,30,21,3,240,17.3581141,78.498635,cloudy,3.79,16.093,1,,,
257,43340,50,21,3,240,17.491595,78.2920407,cloudy,3.65,16.093,1,,,
258,43340,55,22,3,240,17.4784775,78.5506371,cloudy,3.62,16.093,1,,,
259,43340,5,23,3,240,17.4033851,78.4149439,cloudy,3.74,16.093,1,,,
260,43343,0,3,6,243,17.4033851,78.4149439,cloudy,4.44,16.093,1,,,
261,43343,0,10,6,243,17.3942886,78.4822982,cloudy,5.49,16.093,1,,,
262,43343,30,10,6,243,17.4399295,78.4982741,partly-cloudy-day,5.17,16.093,1,,,
263,43343,50,10,6,243,17.3990023,78.4156933,partly-cloudy-day,5,16.093,1,,,
264,43343,0,12,6,243,17.3979368,78.4574329,cloudy,4.22,16.093,1,,,
265,43343,0,12,6,243,17.491595,78.2920407,cloudy,4.03,14.232,1,,,
266,43343,10,12,6,243,17.5161534,78.4496168,cloudy,4.03,16.093,1,,,
267,43343,15,12,6,243,17.3716285,78.4909673,cloudy,4.06,16.093,1,,,
268,43343,30,12,6,243,17.4833526,78.3870668,cloudy,3.64,16.093,1,,,
269,43343,5,16,6,243,17.4523906,78.5060029,cloudy,2.35,16.093,1,,,
270,43343,10,17,6,243,17.4833526,78.3870668,cloudy,2.18,16.093,1,,,
271,43343,10,17,6,243,17.3270709,78.6053386,cloudy,2.12,16.093,1,,,
272,43343,35,17,6,243,17.3716285,78.4909673,cloudy,2.17,16.093,1,,,
273,43343,45,17,6,243,17.4148368,78.4851396,cloudy,2.14,16.093,1,,,
274,43343,35,18,6,243,17.491595,78.2920407,cloudy,1.9,16.093,1,,,
275,43343,5,19,6,243,17.3495387,78.3601591,cloudy,2.09,16.093,1,,,
276,43343,55,20,6,243,17.4046704,78.4730632,cloudy,2.67,16.093,1,,,
277,43345,25,11,1,245,17.4639345,78.4282972,cloudy,3.7,16.093,1,,,
278,43345,5,14,1,245,17.4365995,78.5213601,cloudy,2.67,16.093,1,,,
279,43345,5,17,1,245,17.4253481,78.5150327,cloudy,3.5,16.093,1,,,
280,43345,40,18,1,245,17.4930135,78.4057506,cloudy,4.27,16.093,1,,,
281,43345,55,19,1,245,17.4015693,78.5199399,cloudy,4.54,16.093,1,,,
282,43346,30,2,2,246,17.417074,78.4361149,cloudy,4.84,16.093,1,,,
283,43346,40,9,2,246,17.3990023,78.4156933,cloudy,5.33,16.093,1,,,
284,43346,35,10,2,246,17.4365995,78.5213601,cloudy,5.15,16.093,1,,,
285,43346,56,10,2,246,17.3990949,78.4773256,partly-cloudy-day,4.97,16.093,1,,,
286,43346,50,11,2,246,17.4399295,78.4982741,partly-cloudy-day,3.9,16.093,1,,,
287,43346,35,13,2,246,17.491595,78.2920407,partly-cloudy-night,2.72,16.093,1,,,
288,43346,10,14,2,246,17.3698887,78.4304712,partly-cloudy-night,2.55,16.093,1,,,
289,43346,10,15,2,246,17.4062155,78.3763486,partly-cloudy-night,2.59,16.093,1,,,
290,43346,0,16,2,246,17.3989544,78.4624064,partly-cloudy-night,2.39,16.093,1,,,
291,43346,0,16,2,246,17.4400802,78.3489168,partly-cloudy-night,2.43,16.093,1,,,
292,43346,45,17,2,246,17.3716285,78.4909673,partly-cloudy-night,2.97,16.093,1,,,
293,43346,50,18,2,246,17.4136846,78.4922829,partly-cloudy-night,3.41,16.093,1,,,
294,43346,5,20,2,246,17.4345426,78.4584121,cloudy,2.98,16.093,1,,,
295,43346,5,20,2,246,17.4345426,78.4584121,cloudy,2.98,16.093,1,,,
296,43346,40,20,2,246,17.4777385,78.510745,partly-cloudy-night,3.2,16.093,1,,,
297,43346,40,20,2,246,17.4399295,78.4982741,partly-cloudy-night,3.15,16.093,1,,,
298,43346,45,21,2,246,17.4062155,78.3763486,partly-cloudy-night,3.13,16.093,1,,,
299,43346,45,21,2,246,17.3716285,78.4909673,partly-cloudy-night,3.27,16.093,1,,,
300,43347,11,0,3,247,17.3529457,78.5356595,partly-cloudy-night,3.61,16.093,1,,,
301,43347,35,0,3,247,17.491595,78.2920407,partly-cloudy-night,3.27,16.093,1,,,
302,43347,13,6,3,247,17.4534663,78.4130138,partly-cloudy-day,5.97,16.093,1,,,
303,43347,0,8,3,247,17.4336762,78.5545455,partly-cloudy-day,6.09,16.093,1,,,
304,43347,15,14,3,247,17.4211137,78.5494043,cloudy,2.7,16.093,1,,,
305,43347,30,15,3,247,17.3959949,78.5166531,partly-cloudy-night,2.6,16.093,1,,,
306,43347,30,16,3,247,17.4503375,78.5322481,partly-cloudy-night,2.73,16.093,1,,,
307,43347,4,18,3,247,17.4196548,78.4990004,cloudy,3.28,16.093,1,,,
308,43347,55,18,3,247,17.3991274,78.5017083,cloudy,3.65,16.093,1,,,
309,43347,30,23,3,247,17.3780084,78.5052574,cloudy,4.16,16.093,1,,,
310,43348,40,2,4,248,17.3947768,78.4531696,cloudy,5.59,16.093,1,,,
311,43348,18,6,4,248,17.4305565,78.4270534,cloudy,6.01,16.093,1,,,
312,43348,0,8,4,248,17.4305565,78.4270534,partly-cloudy-day,6.46,16.093,1,,,
313,43348,15,8,4,248,17.4434646,78.3771953,partly-cloudy-day,6.56,16.093,1,,,
